No.;;Fast_Food;Sumber;Tipe;Jenis_Olahan;Label Daging;Label Sayur;Label Buah;Label Kacang;Bumbu;Singkong;Beras;Mie;Pengganti Nasi;Makanan Pokok;Label Snack;Lauk;Mentah;Label Minuman;Label Goreng;Rebus;Kukus;Panggang;Label Seafood;Label Tepung;Label Kuah;Label Pedas;Daging Ayam;Daging Kambing;Daging Babi;Daging Sapi;Ikan;Gambar
488;Ikan Asin pepetek goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg
489;Ikan Asin sirinding goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg
490;Ikan Asin teri goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg
491;Ikan Bader (Tawes);;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://3.bp.blogspot.com/-QIgcZ7K-sU4/XCHN03j4UGI/AAAAAAAAGjQ/Lmq-K-j5qQgIR-aSasCnx01eQ9bND4pfwCLcBGAs/s1600/ikan%2Btawes%2B1.jpg
492;Ikan balong segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/9/98/Maroon_Clown_Fish444.jpg
493;Ikan bambangan segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://workamerica.co/wp-content/uploads/2020/03/kakap-merah.jpg
494;Ikan Bandeng;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/08/Featured_Manfaat-Ikan-Bandeng.jpg
495;Ikan bandeng goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/329a836ef249ed7a/1200x630cq70/photo.jpg
496;Ikan bandeng presto;Tidak;Ikan;Makanan Berat;Presto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://i2.wp.com/resepkoki.id/wp-content/uploads/2017/05/Resep-Bandeng-Presto.jpg?fit=1678%2C1920&ssl=1
497;Ikan bandeng presto masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg
498;Ikan banjar segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://altarafish.com/wp-content/uploads/2019/02/kembung-banjar-2.jpg
499;Ikan baronang goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/0c75bd614ba3a303/1200x630cq70/photo.jpg
500;Ikan baronang segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/tangerangraya/2021/10/Baronang1.jpg
501;Ikan baung bakar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://dherdian.files.wordpress.com/2014/12/ikan-baung.jpg
502;Ikan baung segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.pustakadunia.com/media/posts/9/green-baung.jpg
503;Ikan Bawal;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://cdn0-production-images-kly.akamaized.net/C-d15AzyqyZ6g3FXgdgNiM0vT8w=/881x0:3882x3001/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3083206/original/068408300_1584935571-shutterstock_1543262462.jpg
504;Ikan bawal goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://asset.kompas.com/crops/qATNQdB9oUdsXJsBF8xorR2MbbY=/52x0:897x563/750x500/data/photo/2020/12/31/5fed5eec5579e.jpg
505;Ikan Bekasang;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg
506;Ikan Belida bakar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG
507;Ikan Belida segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://asset.kompas.com/crops/1fAzPKIXKLg0zUIFq1noM_71D44=/73x0:916x562/750x500/data/photo/2021/09/07/6137430f50e33.jpg
508;Ikan Belut Segar goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://kbu-cdn.com/dk/wp-content/uploads/belut-goreng-crispy.jpg
509;Ikan Belut Segar mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/57ed09de-9e7e-4d05-9de8-d85353362446.jpg
510;Ikan Beunteur;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://agrozine.id/wp-content/uploads/2022/10/Ikan-Wader.jpg
511;Ikan biawan segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://panennews.com/wp-content/uploads/2020/06/Ikan-Biawan.jpg
512;Ikan bili segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://cdn.shopify.com/s/files/1/0592/8633/products/Ikan_Bilis.jpg?v=1523265834
513;Ikan bubara segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://cdn.antaranews.com/cache/800x533/2021/09/17/IMG-20210917-WA0002_2.jpg
514;Ikan bulan-bulan segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/1/1a/Megalops_cyprinoides2.jpg
515;Ikan cakalang asap mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://jurnal6.com/wp-content/uploads/2021/11/received_532156504848726.jpeg
516;Ikan cakalang asin mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/7/76b181bf-a94c-4a34-a2b4-5e1c4ba01dc5.jpg
517;Ikan cakalang hati segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
518;Ikan cakalang jantung segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
519;Ikan cakalang perut segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
520;Ikan cakalang segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
521;Ikan calo/ peda mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2021/11/22/2261616866.jpg
522;Ikan daun segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535461660.jpg
523;Ikan ekor goring;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
524;Ikan Ekor Kuning;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://id-live-01.slatic.net/p/a050c6abf2757b9dd5d9e179ac5f6f58.jpg
525;Ikan Gabus asap mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg
526;Ikan Gabus kering;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535646586.jpg
527;Ikan Gabus segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/17/13ad7cdb-015a-4298-a4ef-f698a1143555.jpg
528;Ikan gete goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg
529;Ikan hitam segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.fishbase.se/images/species/Lachr_u2.jpg
530;Ikan hiu kering;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535646676.jpg
531;Ikan hiu segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://awsimages.detik.net.id/community/media/visual/2021/10/21/ilustrasi-ikan-hiu.jpeg?w=1200
532;Ikan kacangan segar;;;;;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://gratisongkir-storage.com/products/900x900/GgmwAfyK453X.jpg
533;Ikan kakap segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg
534;Ikan kakatua segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://jagalaut.id/wp-content/uploads/2022/05/IMG_3929.jpg
535;Ikan kapar segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/b/b0/Belont_hasselt_100523-1755_sap.JPG
536;Ikan katombo asin;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/4e1636ada1bc35e0/1200x630cq70/photo.jpg
537;Ikan kawalinya segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://assets.ayobandung.com/crop/0x0:0x0/x/photo/2022/03/18/236634727.png
538;Ikan kayu kering;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nilaigizi.com/assets/images/produk/produk_1535646769.jpg
539;Ikan Kembung;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://asset.kompas.com/crops/G41p2wbQwOBGvIZvV4aU4qOQtBQ=/0x0:1000x667/750x500/data/photo/2023/03/18/64153daddd7cc.jpg
540;Ikan kembung balado;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
541;Ikan kembung goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;
542;Ikan kima segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/01/19/kima-yic-artikel-by-tionjpg-20220119124005.jpg
543;Ikan Lais bakar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://dotdolan.com/wp-content/uploads/2022/04/Olahan-Lais_IG-@rukurukuresto-e1649583973110.jpeg
544;Ikan Layang;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://lintasbalikpapan.com/asset/foto_berita/Ikan_Layang_2.jpg
545;Ikan layur segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://ikanwiki.com/gambar/gambar_besar/ikanlay.webp
546;Ikan lehoma segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://2.bp.blogspot.com/-hcHeOSZ-k-M/VkNmXVXuJFI/AAAAAAAABPU/lU_LNkEOoHo/s1600/MAlalugis.jpg
547;Ikan Lele Goreng;Tidak;Ikan;Makanan Berat;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;
548;Ikan lele goring;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
549;Ikan Lemuru;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/product-1/2020/6/12/101531639/101531639_f8f0374d-3534-4642-84c3-530d9b1fb3f0_690_690.jpg
550;Ikan lidah segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://homemadeindonesia.com/apihmi/images/datatoko/K3DE232FF89_brg66792.jpg
551;Ikan lomak asin mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/31/7abefabd-7a9c-4faa-91f8-6a17ff7d0616.jpg
552;Ikan malalugis segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Decapterus_koheru_%28koheru%29.jpg/1200px-Decapterus_koheru_%28koheru%29.jpg
553;Ikan Mas;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://static.republika.co.id/uploads/images/inpicture_slide/ikan-mas_220111065132-645.jpg
554;Ikan Mas goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg
555;Ikan Mas pepes;Tidak;Ikan;Makanan Berat;Kukus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
556;Ikan mayong segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg
557;Ikan mujahir goreng;Tidak;Ikan;Makanan Berat;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;
558;Ikan Mujahir pepes;Tidak;Ikan;Makanan Berat;Kukus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
559;Ikan Mujair dendeng goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg
560;Ikan Mujair dendeng mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/21/38d1433b-a298-46d1-8f07-797840199762.jpg.webp
561;Ikan Mujair goreng;;;;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg
562;Ikan Mujair pepes;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg
563;Ikan Mujair segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://s4.bukalapak.com/img/9282888648/large/1792856_scaled.jpg
564;Ikan nasu metti segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/a9e68b1f59b7db4c/680x482cq70/ikan-kuah-kuning-nasu-bale-menre-bhs-bugis-foto-resep-utama.jpg
565;Ikan oci kembung segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/10/17065323/Jarang-Disadari-Ini-X-Manfaat-Ikan-Kembung-bagi-Kesehatan.jpg
566;Ikan Papuyu bakar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg
567;Ikan Papuyu, Bakar;Tidak;Ikan;Makanan Berat;Bakar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
568;Ikan papuyu/ betok segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.researchgate.net/publication/334733354/figure/fig1/AS:785755827888128@1564350196700/Gambar-5-Papuyu-Anabas-testudineus.ppm
569;Ikan Patin bakar;Tidak;Ikan;Makanan Berat;Bakar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
570;Ikan patin goring;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
571;Ikan Patin segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://trubus.id/wp-content/uploads/2022/08/Tiga-Olahan-Enak-Berbahan-Baku-Ikan-Patin-dok.-trubus.jpg
572;Ikan peda banjar mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/28/7175728/7175728_25c6290f-ccb7-47d2-a15c-1266d270670a_1000_1000.jpg
573;Ikan Pepetek;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/1/18/Eubleekeria_splendens.jpg
574;Ikan Pindang banjar mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/VqbcmM/2020/9/9/44e37968-f73e-414b-85e9-9827c1aa143d.jpg
575;Ikan Pindang benggol mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/product-1/2020/5/18/100272860/100272860_f2502f9f-9d38-4cdd-b059-e7ca97aa1eff_663_663
576;Ikan Pindang layang mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://cf.shopee.co.id/file/0e26765825aea3e4317d06e1bdc59e54
577;Ikan Pindang selar mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://s3.dimanaja.com/resep/cover/pindang-ikan-selar-e069d05.webp
578;Ikan sale lais mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/700/product-1/2016/10/28/4294887/4294887_93a595e0-6049-492f-9da8-1a9d01d36dba.jpg
579;Ikan Sale segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://www.bengkulutoday.com/sites/default/files/article/2021-04/salai.jpg
580;Ikan saluang kering mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://cf.shopee.co.id/file/7c26ef3abb212c815cac1b6bb8aa7314
581;Ikan saluang segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/id/0/0d/Rasbora-borapatensis.jpg
582;Ikan sanggang masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://img-global.cpcdn.com/recipes/fafa134ca5a95acb/680x482cq70/ikan-bakar-kelabau-ala-mamak-tya-foto-resep-utama.jpg
583;Ikan Sanggang, masakan;Tidak;Ikan;Makanan Berat;Goreng;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;
584;Ikan sarden segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/02/17/2999385616.jpg
585;Ikan Segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://awsimages.detik.net.id/community/media/visual/2018/10/29/00c23498-0ad9-42cc-b788-2a04cd3e8fc5.jpeg?w=650&q=90
586;Ikan selar goring;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
587;Ikan Selar kering;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://awsimages.detik.net.id/community/media/visual/2022/01/03/cara-menggoreng-ikan-selar-1_43.jpeg?w=700&q=90
588;Ikan selar kuning cue mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/3/3e/Selaro_leptole_100812-6006_tdp.jpg
589;Ikan selar segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Selaro_leptole_100812-6006_tdp.jpg/1200px-Selaro_leptole_100812-6006_tdp.jpg
590;Ikan Sepat kering;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nnc-media.netralnews.com/286497-ikan%20sepat%20kering-kompasiana.jpg
591;Ikan sepat segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://i0.wp.com/agrotek.id/hewan/wp-content/uploads/2021/07/Jenis-Ciri-Habitat-dan-Makanan-Ikan-Sepat.jpg?fit=1366%2C768&ssl=1
592;Ikan sidat segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://mfcepusluh.bpsdmkp.kkp.go.id/asset/foto_berita/SIDAT_OK_-1.jpg
593;Ikan sunu asin mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://s1.bukalapak.com/img/10859818002/large/data.jpeg
594;Ikan sunu segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://upload.wikimedia.org/wikipedia/commons/3/32/Plectropomus_leopardus.jpg
595;Ikan tahuman segar;;;;;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://rimbakita.com/wp-content/uploads/2021/01/ikan-toman.jpg
596;Ikan tarmon segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://nakamaaquatics.id/wp-content/uploads/2018/05/Indo-Pasific-Tarpon.png
597;Ikan telan segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://blogger.googleusercontent.com/img/a/AVvXsEgba6E89_I30f-0A_i3n5JS5xSCizdlJInQuk2baiseXg5ni9m3oW5P_m19BjUXNHT5-TTWCNUPtQwytE_eODWyGe9_yv6W5m6EzITwy12weA1rdZE5V5qnaUYlq_0ekxES9VRKpBrBYvmP0Bu2B4coMg1fx1gKJXs4andJfgUVrKfxbkUp1G0rB-240Q=w1200-h630-p-k-no-nu
598;Ikan telur asin mentah;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/09/Fish-roe.jpg?fit=540%2C404&ssl=1
599;Ikan Tembang;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/87543f36-a30b-438c-87df-cc28f4fef66c.jpg
